,poblacion,fecha,hora,nivel,carretera,pk_inicial,pk_final,sentido,longitud,latitud,zona
778,Basauri,2006-04-05,22:18:16,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378,24
779,Muskiz,2006-04-05,22:17:14,Blanco,A-8,133,133,CANTABRIA,-3.08888,43.32966,34
780,Bilbao,2006-04-05,10:07:56,Blanco,A-8,116,116,IRUN,-2.93579,43.24777,5
781,Getxo,2006-04-05,09:19:14,Blanco,BI-637,15,15,KURTXES(BERANGO),-2.99255,43.34514,9
782,Muskiz,2006-04-05,09:17:36,Blanco,A-8,137,137,CANTABRIA,-3.12718,43.34204,25
783,Leioa,2006-04-05,01:04:07,Blanco,BI-637,10,10,KUKULARRA,-2.96916,43.31636,9
784,Leioa,2006-04-04,23:17:45,Blanco,N-637,22,22,CRUCES,-2.84945,43.2703,43
785,Muskiz,2006-04-04,22:09:26,Blanco,A-8,133,133,CANTABRIA,-3.08888,43.32966,34
786,Sondika,2006-04-03,23:39:05,Blanco,BI-637,8,8,KURTXES(BERANGO),-2.96387,43.30108,9
787,Alonsotegi,2006-04-03,10:07:08,Amarillo,BI-636,10,10,BILBAO,-3.004337,43.23591,42
788,Bilbao,2006-03-31,10:08:52,Amarillo,A-8,115,115,IRUN,-2.92753,43.24161,5
789,Arrankudiaga,2006-03-31,07:51:48,Blanco,AP-68,5,5,ZARAGOZA,-2.894917,43.19963,27
790,Arrankudiaga,2006-03-30,09:30:19,Blanco,AP-68,15,15,BILBAO,-2.923555,43.12848,31
791,Bilbao,2006-03-29,08:05:55,Blanco,AP-68,5,5,ZARAGOZA,-2.894917,43.19963,27
792,Sondika,2006-03-29,00:28:23,Amarillo,N-637,19,19,CRUCES,-2.88205,43.28188,15
793,Lezama,2006-03-28,22:52:43,Amarillo,N-637,24,24,CRUCES,-2.82698,43.26424,8
794,Berriz,2006-03-28,14:41:44,Blanco,A-8,82,82,CANTABRIA,-2.56968,43.16858,32
795,Arrigorriaga,2006-03-28,08:19:09,Blanco,AP-68,6,6,ZARAGOZA,-2.89627,43.19152,27
796,Leioa,2006-03-27,23:27:06,Amarillo,BI-637,11,11,KURTXES(BERANGO),-2.97779,43.32092,9
797,Muskiz,2006-03-27,23:17:09,Amarillo,A-8,133,133,CANTABRIA,-3.08888,43.32966,34
798,Basauri,2006-03-27,23:15:44,Amarillo,A-8,113,113,CANTABRIA,-2.908069,43.23378,24
799,Alonsotegi,2006-03-27,16:06:48,Amarillo,BI-636,9,9,BILBAO,-2.993629,43.24061,28
800,Arrigorriaga,2006-03-27,08:02:03,Blanco,AP-68,6,6,BILBAO,-2.895705,43.19079,27
801,Bilbao,2006-03-27,13:04:06,Blanco,AP-68,15,15,BILBAO,-2.923555,43.12848,31
802,Balmaseda,2006-03-24,22:17:22,Blanco,BI-636,15,15,CADAGUA,-3.042474,43.20639,47
803,Bilbao,2006-03-26,23:14:59,Blanco,A-8,121,121,IRUN,-2.977874,43.27453,7
804,Basauri,2006-03-26,23:12:35,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378,24
805,Muskiz,2006-03-25,00:38:39,Blanco,A-8,133,133,CANTABRIA,-3.08888,43.32966,34
806,Alonsotegi,2006-03-24,09:28:41,Blanco,BI-636,7,7,BILBAO,-2.974041,43.25064,7
807,,2006-03-24,09:13:47,Blanco,N-634,106,106,SANTANDER,-2.889185,43.24773,17
808,Bilbao,2006-03-23,23:02:25,Blanco,A-8,120,120,IRUN,-2.96792,43.27208,7
809,Muskiz,2006-03-14,22:03:03,Blanco,A-8,134,134,CANTABRIA,-3.09936,43.33059,34
810,Muskiz,2006-03-23,22:19:33,Blanco,A-8,133,133,CANTABRIA,-3.08888,43.32966,34
811,Bilbao,2006-03-23,22:18:30,Blanco,A-8,113,113,IRUN,-2.90804,43.23352,24
812,Santurtzi,2006-03-23,16:06:30,Amarillo,N-644,131,131,Bilbao,-3.047636,43.33763,16
813,Gees,2006-03-23,09:05:51,Amarillo,BI-636,16,16,CADAGUA,-3.04163,43.19785,47
814,Zaldibar,2006-03-22,23:22:39,Blanco,A-8,78,78,CANTABRIA,-2.52557,43.17716,52
815,Bilbao,2006-03-22,22:50:01,Blanco,A-8,120,120,IRUN,-2.96792,43.27208,7
816,Galdakao,2006-03-22,09:05:23,Blanco,N-634,102,102,SANTANDER,-2.849825,43.23083,18
817,Bilbao,2006-03-21,23:55:03,Blanco,BI-604,5,5,ASUA,-2.95976,43.28766,9
818,Bilbao,2006-03-21,23:07:09,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219,17
819,Muskiz,2006-03-21,22:01:03,Blanco,A-8,133,133,CANTABRIA,-3.08888,43.32966,34
820,Alonsotegi,2006-03-21,15:20:39,Amarillo,BI-636,9,8,BILBAO,-2.993629,43.24061,28
821,Gees,2006-03-21,08:36:00,Blanco,BI-636,16,16,CADAGUA,-3.04163,43.19785,47
822,Galdakao,2006-03-21,11:30:25,Amarillo,N-634,103,104,SANTANDER,-2.861065,43.23255,3
823,Bilbao,2006-03-20,23:27:05,Blanco,A-8,120,120,IRUN,-2.96792,43.27208,7
824,Bilbao,2006-01-11,22:08:20,Blanco,A-8,120,120,IRUN,-2.96792,43.27208,7
825,Galdakao,2006-03-20,10:37:58,Amarillo,N-634,102,102,SANTANDER,-2.849825,43.23083,18
826,Alonsotegi,2006-03-20,11:12:24,Amarillo,BI-636,8,8,BILBAO,-2.982984,43.2456,51
827,Galdakao,2006-03-20,09:37:53,Blanco,A-8,103,108,CANTABRIA,-2.793435,43.23299,8
828,Balmaseda,2006-03-14,19:15:20,Blanco,BI-636,15,15,CADAGUA,-3.042474,43.20639,47
829,Bilbao,2006-03-16,22:48:59,Blanco,A-8,120,120,IRUN,-2.96792,43.27208,7
830,Bilbao,2006-03-16,22:23:23,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378,24
831,Bilbao,2006-03-14,15:09:00,Blanco,BI-604,4,4,ASUA,-2.95606,43.27935,9
832,Alonsotegi,2006-03-15,16:35:20,Blanco,BI-636,9,9,BILBAO,-2.993629,43.24061,28
833,Barakaldo,2006-03-14,00:04:20,Blanco,A-8,122,122,CANTABRIA,-2.985859,43.28236,7
834,Basauri,2006-03-13,22:14:29,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378,24
835,Balmaseda,2006-03-13,09:28:08,Blanco,BI-636,15,15,CADAGUA,-3.042474,43.20639,47
836,Bilbao,2006-03-12,23:05:00,Blanco,A-8,119,119,IRUN,-2.96165,43.26411,7
837,Bilbao,2006-03-12,22:21:03,Blanco,A-8,112,113,CANTABRIA,-2.89581,43.23219,17
838,Gees,2006-03-10,08:56:14,Amarillo,BI-636,15,15,CADAGUA,-3.042474,43.20639,47
839,Barakaldo,2006-03-09,23:15:53,Blanco,A-8,121,122,CANTABRIA,-2.978033,43.27476,7
840,Bilbao,2006-03-09,23:04:20,Blanco,A-8,111,113,CANTABRIA,-2.883459,43231.0,45
841,Gees,2006-03-09,10:35:26,Amarillo,BI-636,19,19,CADAGUA,-3.07241,43.19688,2
842,Bilbao,2006-03-08,22:29:38,Blanco,A-8,113,113,IRUN,-2.90804,43.23352,24
843,Gees,2006-03-08,08:52:14,Blanco,BI-636,16,16,CADAGUA,-3.04163,43.19785,47
844,,2006-03-07,23:11:14,Amarillo,N-637,20,20,ERLETXE ( por PTE. RONTEGI),-2.87194,43.27703,15
845,Bilbao,2006-03-07,23:11:06,Blanco,A-8,120,120,IRUN,-2.96792,43.27208,7
846,Gees,2006-03-07,08:55:31,Blanco,BI-636,15,15,CADAGUA,-3.042474,43.20639,47
847,Gees,2006-03-06,08:38:36,Amarillo,BI-636,15,15,CADAGUA,-3.042474,43.20639,47
848,Balmaseda,2006-02-27,08:44:49,Blanco,BI-636,16,16,CADAGUA,-3.04163,43.19785,47
849,,2006-03-02,12:53:02,Blanco,BI-636,16,16,CADAGUA,-3.04163,43.19785,47
850,Bilbao,2006-03-02,00:33:26,Blanco,N-634,106,106,SANTANDER,-2.889185,43.24773,17
851,Getxo,2006-03-01,23:21:23,Blanco,BI-637,11,13,KURTXES(BERANGO),-2.97779,43.32092,9
852,Balmaseda,2006-03-01,23:05:32,Blanco,A-8,119,119,IRUN,-2.96165,43.26411,7
853,Leioa,2006-02-28,23:11:32,Blanco,BI-637,13,13,KUKULARRA,-2.99625,43.33018,9
854,Derio,2006-02-28,22:32:13,Blanco,N-637,17,18,ERLETXE ( por PTE. RONTEGI),-2.903674,43.28876,15
855,Bilbao,2006-02-28,22:18:25,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378,24
856,Bilbao,2006-02-28,22:51:27,Blanco,A-8,119,119,IRUN,-2.96165,43.26411,7
857,Bilbao,2006-02-28,08:59:30,Blanco,A-8,139,139,CANTABRIA,-3.15105,43.34158,35
858,Bilbao,2006-02-27,23:07:15,Blanco,A-8,120,120,IRUN,-2.96792,43.27208,7
859,Bilbao,2006-02-27,22:53:50,Blanco,BI-636,15,15,BILBAO,-3.042234,43.20626,47
860,Leioa,2006-02-26,23:23:45,Amarillo,BI-637,13,13,KUKULARRA,-2.99625,43.33018,9
861,Valle de Trpaga-Trapagaran,2006-02-25,09:35:52,Blanco,A-8,126,126,CANTABRIA,-3.02221,43.30038,12
862,Balmaseda,2006-02-24,07:48:37,Blanco,BI-636,15,15,CADAGUA,-3.042474,43.20639,47
863,Getxo,2006-02-23,10:12:27,Blanco,N-637,15,15,CRUCES,-2.926004,43.28597,39
864,Gees,2006-02-22,08:43:20,Blanco,BI-636,16,16,CADAGUA,-3.04163,43.19785,47
865,Bilbao,2006-02-21,23:54:39,Rojo,BI-604,3,3,ASUA,-2.948006,43.27291,19
866,"Etxebarri, Ant S. Esteban-Etxebarri D. E.",2006-02-21,22:45:34,Amarillo,N-634,107,107,SANTANDER,-2.893143,43.25446,17
867,Gees,2006-02-21,09:15:21,Blanco,BI-636,15,16,CADAGUA,-3.042474,43.20639,47
868,,2006-02-20,11:07:03,Blanco,BI-637,16,16,KUKULARRA,-2.99885,43.35301,9
869,Gordexola,2006-02-20,08:42:46,Blanco,BI-636,16,16,CADAGUA,-3.04163,43.19785,47
870,Bilbao,2006-02-19,22:21:26,Amarillo,N-634,107,107,SANTANDER,-2.893143,43.25446,17
871,Getxo,2006-02-17,11:00:01,Blanco,BI-637,15,15,KUKULARRA,-2.99326,43.34514,9
872,Balmaseda,2006-02-17,08:54:52,Blanco,BI-636,15,15,CADAGUA,-3.042474,43.20639,47
873,Basauri,2006-02-16,22:18:12,Amarillo,A-8,111,113,IRUN,-2.88343,43.2309,3
874,Bilbao,2006-02-16,22:56:14,Blanco,A-8,119,119,IRUN,-2.96165,43.26411,7
875,Derio,2006-02-15,21:13:24,Amarillo,N-637,16,18,ERLETXE ( por PTE. RONTEGI),-2.9158,43.28969,1
876,Bilbao,2006-02-15,22:27:29,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378,24
877,Balmaseda,2006-02-14,23:47:06,Blanco,BI-636,15,15,BILBAO,-3.042234,43.20626,47
878,Bilbao,2006-02-14,23:11:14,Blanco,A-8,120,120,IRUN,-2.96792,43.27208,7
879,Basauri,2006-02-14,23:10:02,Blanco,A-8,112,112,CANTABRIA,-2.89581,43.23219,17
880,Balmaseda,2006-02-13,23:41:12,Blanco,BI-636,16,16,CADAGUA,-3.04163,43.19785,47
881,Bilbao,2006-02-13,23:08:13,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378,24
882,Erandio,2006-02-13,14:44:15,Blanco,BI-637,9,9,KURTXES(BERANGO),-2.96194,43.30914,9
883,Balmaseda,2006-02-13,09:11:47,Amarillo,BI-636,15,15,CADAGUA,-3.042474,43.20639,47
884,Erandio,2006-02-13,09:11:29,Blanco,N-637,12,12,ERLETXE ( por PTE. RONTEGI),-2.95528,43.29934,9
885,,2006-02-11,07:00:46,Blanco,N-637,13,13,CRUCES,-2.94473,43.29429,9
886,Getxo,2006-02-10,15:43:37,Blanco,BI-637,9,9,KURTXES(BERANGO),-2.96194,43.30914,9
887,Abanto y Cirvana-Abanto Zierbena,2006-02-10,09:40:22,Blanco,A-8,134,134,CANTABRIA,-3.09936,43.33059,34
888,Derio,2006-02-10,09:17:51,Blanco,N-633,12,12,BILBAO,-2.88012,43.30636,15
889,Balmaseda,2006-02-10,09:13:03,Blanco,BI-636,15,15,BILBAO,-3.042234,43.20626,47
890,Basauri,2006-02-09,22:15:38,Blanco,A-8,111,113,CANTABRIA,-2.883459,43231.0,45
891,Leioa,2006-02-09,09:59:47,Blanco,BI-637,9,9,KURTXES(BERANGO),-2.96194,43.30914,9
892,Bilbao,2006-02-09,08:17:51,Blanco,A-8,134,134,IRUN,-3.09974,43.33071,34
893,Barakaldo,2006-02-09,00:01:52,Blanco,N-634,119,119,DONOSTIA/SAN SEBASTIN,-2.992522,43.28308,7
894,Getxo,2006-02-08,09:33:12,Blanco,BI-637,9,9,KURTXES(BERANGO),-2.96194,43.30914,9
895,Alonsotegi,2006-02-08,10:04:23,Blanco,BI-636,9,9,BILBAO,-2.993629,43.24061,28
896,Abanto y Cirvana-Abanto Zierbena,2006-02-08,09:41:04,Blanco,A-8,133,133,CANTABRIA,-3.08888,43.32966,34
897,Basauri,2006-02-07,23:52:54,Blanco,A-8,111,113,CANTABRIA,-2.883459,43231.0,45
898,Larrabetzu,2006-02-07,09:45:34,Blanco,N-637,27,27,CRUCES,-2.80332,43.24753,8
899,Gees,2006-02-07,09:32:48,Blanco,BI-636,16,16,CADAGUA,-3.04163,43.19785,47
900,Barakaldo,2006-02-07,09:26:13,Blanco,BI-637,9,9,KUKULARRA,-2.9623,43.30933,9
901,Muskiz,2006-02-07,09:07:47,Blanco,A-8,134,134,IRUN,-3.09974,43.33071,34
902,Erandio,2006-02-06,16:09:28,Blanco,BI-637,9,9,KURTXES(BERANGO),-2.96194,43.30914,9
903,Balmaseda,2006-02-06,09:34:25,Blanco,BI-636,15,15,CADAGUA,-3.042474,43.20639,47
904,Berango,2006-02-06,01:21:41,Blanco,BI-637,17,17,KURTXES(BERANGO),-3.00117,43.36139,9
905,Bilbao,2006-02-06,00:08:03,Blanco,A-8,119,119,IRUN,-2.96165,43.26411,7
906,,2006-02-05,23:37:16,Blanco,BI-625,385,385,BILBAO,-2.88029,43.21714,27
907,Bilbao,2006-02-05,08:06:40,Blanco,A-8,121,121,CANTABRIA,-2.978033,43.27476,7
908,Galdakao,2006-02-04,19:57:17,Blanco,A-8,103,106,CANTABRIA,-2.793435,43.23299,8
909,Alonsotegi,2006-02-04,11:47:52,Blanco,BI-636,6,6,BILBAO,-2.96896,43.25747,7
910,Galdakao,2006-02-04,08:24:03,Blanco,N-634,98,98,DONOSTIA/SAN SEBASTIN,-2.80671,43.23633,8
911,Valle de Trpaga-Trapagaran,2006-02-03,22:02:50,Blanco,A-8,133,134,CANTABRIA,-3.08888,43.32966,34
912,Bilbao,2006-02-03,00:19:39,Blanco,A-8,119,119,IRUN,-2.96165,43.26411,7
913,Bilbao,2006-02-02,22:28:57,Blanco,A-8,111,113,CANTABRIA,-2.883459,43231.0,45
914,Erandio,2006-02-02,22:27:45,Blanco,N-637,16,16,ERLETXE ( por PTE. RONTEGI),-2.9158,43.28969,1
915,,2006-02-02,22:20:23,Blanco,A-8,136,136,CANTABRIA,-3.11618,43.33962,23
916,,2006-02-01,22:46:19,Amarillo,N-637,16,14,CRUCES,-2.915619,43.28973,1
917,,2006-02-01,22:45:11,Amarillo,A-8,133,133,IRUN,-3.08903,43.3294,34
918,,2006-02-01,23:16:17,Blanco,A-8,111,113,IRUN,-2.88343,43.2309,3
919,Bilbao,2006-02-01,06:38:23,Blanco,BI-636,4,4,CADAGUA,-2.964667,43.26813,7
920,,2006-01-31,22:54:16,Blanco,A-8,121,121,IRUN,-2.977874,43.27453,7
921,Lezama,2006-01-31,22:34:20,Blanco,N-637,24,22,CRUCES,-2.82698,43.26424,8
922,Bilbao,2006-01-31,06:49:57,Blanco,BI-636,6,6,CADAGUA,-2.96931,43.25774,7
923,Muskiz,2006-01-31,11:07:19,Amarillo,A-8,132,132,CANTABRIA,-3.076844,43.33044,37
924,Erandio,2006-01-30,23:49:10,Blanco,N-637,13,13,ERLETXE ( por PTE. RONTEGI),-2.94501,43.29437,9
925,Bilbao,2006-01-30,23:51:26,Blanco,A-8,111,113,CANTABRIA,-2.883459,43231.0,45
926,Derio,2006-01-30,23:45:02,Blanco,N-637,19,20,ERLETXE ( por PTE. RONTEGI),-2.88211,43.28174,15
927,,2006-01-30,16:23:12,Amarillo,BI-636,5,5,CADAGUA,-2.97139,43.26691,7
928,,2006-01-26,10:28:27,Blanco,N-633,12,12,AEROPUERTO DE LOIU,-2.87891,43.30622,15
929,,2006-01-26,10:30:04,Blanco,N-637,14,14,ERLETXE ( por PTE. RONTEGI),-2.938143,43.28713,39
930,Muskiz,2006-01-26,10:26:23,Blanco,A-8,134,134,IRUN,-3.09974,43.33071,34
931,Bilbao,2006-01-25,23:24:23,Blanco,A-8,117,117,CANTABRIA,-2.94514,43.25163,6
932,Muskiz,2006-01-25,10:32:36,Amarillo,A-8,135,135,IRUN,-3.10594,43.33829,41
933,Erandio,2006-01-25,10:32:12,Amarillo,BI-637,9,9,KUKULARRA,-2.9623,43.30933,9
934,Derio,2006-01-24,23:01:52,Blanco,N-637,24,24,CRUCES,-2.82698,43.26424,8
935,Bilbao,2006-01-24,23:09:35,Blanco,A-8,117,117,CANTABRIA,-2.94514,43.25163,6
936,Getxo,2006-01-24,23:08:18,Blanco,BI-637,9,9,KURTXES(BERANGO),-2.96194,43.30914,9
937,Balmaseda,2006-01-23,22:08:49,Blanco,BI-636,6,7,BILBAO,-2.96896,43.25747,7
938,Basauri,2006-01-23,23:08:06,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378,24
939,,2006-01-23,10:30:01,Blanco,N-637,15,15,ERLETXE ( por PTE. RONTEGI),-2.92609,43.28585,39
940,Muskiz,2006-01-23,08:53:52,Blanco,A-8,139,139,IRUN,-3.1511,43.34147,35
941,Erandio,2006-01-22,23:25:15,Blanco,BI-637,10,10,KUKULARRA,-2.96916,43.31636,9
942,Bilbao,2006-01-22,23:09:29,Amarillo,A-8,117,117,CANTABRIA,-2.94514,43.25163,6
943,Galdakao,2006-01-21,06:06:35,Amarillo,A-8,104,106,CANTABRIA,-2.80433,43.23574,8
944,Barakaldo,2006-01-21,12:53:50,Amarillo,N-637,10,10,CRUCES,-2.97394,43.29554,7
945,Muskiz,2006-01-20,09:19:34,Blanco,A-8,139,139,IRUN,-3.1511,43.34147,35
946,Erandio,2006-01-19,22:10:13,Amarillo,BI-637,8,9,KURTXES(BERANGO),-2.96387,43.30108,9
947,,2006-01-19,14:00:36,Blanco,N-637,12,12,CRUCES,-2.95475,43.2993,9
948,Lemoa,2006-01-19,09:57:34,Rojo,N-240,17,17,BILBAO,-2.650303,42.98341,30
949,Sondika,2006-01-18,10:27:39,Blanco,N-637,15,15,CRUCES,-2.926004,43.28597,39
950,Amorebieta-Etxano,2006-01-17,17:44:35,Blanco,N-634,89,89,DONOSTIA/SAN SEBASTIN,-2.712898,43.20358,33
951,Derio,2006-01-17,09:36:35,Blanco,N-637,12,12,ERLETXE ( por PTE. RONTEGI),-2.95528,43.29934,9
952,Zamudio,2006-01-17,09:16:08,Amarillo,N-637,22,22,ERLETXE ( por PTE. RONTEGI),-2.84975,43.27024,43
953,Bilbao,2006-01-15,22:50:00,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378,24
954,Erandio,2006-01-13,00:00:41,Blanco,BI-637,10,10,KURTXES(BERANGO),-2.96883,43.31627,9
955,Bilbao,2006-01-13,00:52:07,Blanco,N-634,114,114,SANTANDER,-2.95148,43.25896,19
956,Bilbao,2006-01-12,22:18:53,Blanco,A-8,113,113,CANTABRIA,-2.908069,43.23378,24
957,,2006-01-12,22:17:08,Blanco,N-637,26,26,CRUCES,-2.80686,43.25609,8
958,Durango,2006-01-12,12:00:47,Blanco,BI-623,30,30,VITORIA-GASTEIZ,-2.63685,43.16555,14
959,Derio,2006-01-12,09:48:06,Amarillo,N-637,15,15,CRUCES,-2.926004,43.28597,39
960,Bilbao,2006-01-11,22:23:34,Blanco,A-8,113,113,IRUN,-2.90804,43.23352,24
961,Galdakao,2006-01-11,22:08:08,Blanco,N-637,28,28,ERLETXE ( por PTE. RONTEGI),-2.80231,43.23901,8
962,Erandio,2006-01-11,10:33:43,Blanco,N-637,13,13,ERLETXE ( por PTE. RONTEGI),-2.94501,43.29437,9
963,Bilbao,2006-01-10,23:21:34,Blanco,A-8,116,116,CANTABRIA,-2.93578,43.2479,5
964,Leioa,2006-01-10,23:00:02,Blanco,BI-637,8,8,KUKULARRA,-2.96382,43.30131,9
965,Sondika,2006-01-10,22:32:10,Blanco,N-637,17,17,ERLETXE ( por PTE. RONTEGI),-2.903674,43.28876,15
966,Bilbao,2006-01-09,22:23:03,Blanco,A-8,113,113,IRUN,-2.90804,43.23352,24
967,Barakaldo,2006-01-09,02:34:14,,N-637,10,11,ERLETXE ( por PTE. RONTEGI),-2.97405,43.29526,7
968,Bilbao,2006-01-08,23:33:09,Blanco,A-8,111,113,CANTABRIA,-2.883459,43231.0,45
969,Bilbao,2006-01-06,03:43:35,Blanco,A-8,111,113,IRUN,-2.88343,43.2309,3
970,,2006-01-04,22:27:38,Blanco,A-8,111,113,CANTABRIA,-2.883459,43231.0,45
